P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
ASX-VVR,2020-02-13,2.78,2020-09-22,3.27,2020-02-18,2.86,OPEN,2.88,145.0,2.0,16.0
ASX-VVR,2020-02-13,2.78,2020-08-31,2.93,2020-02-18,2.86,OPEN,2.88,145.0,2.0,53.0
ASX-ORG,2020-02-13,7.86,2020-04-19,8.31,2020-02-18,7.77,OPEN,-1.15,-58.0,8.0,-20.0
ASX-VVR,2020-02-13,2.78,2020-03-20,2.84,2020-02-17,2.84,CLOSED,2.16,136.0,11.0,100.0
MCD,2020-02-13,217.42,2020-11-24,244.01,2020-02-14,217.09,OPEN,-0.15,-inf,0.0,-1.0
MCD,2020-02-13,217.42,2020-05-13,226.64,2020-02-14,217.09,OPEN,-0.15,-inf,0.0,-4.0
MCD,2020-02-13,217.42,2020-12-26,236.97,2020-02-14,217.09,OPEN,-0.15,-inf,0.0,-2.0
ASX-VVR,2020-02-14,2.83,2020-08-03,3.26,2020-02-18,2.86,OPEN,1.06,67.0,2.0,7.0
ASX-VVR,2020-02-14,2.83,2020-07-22,2.98,2020-02-18,2.86,OPEN,1.06,67.0,3.0,20.0
ASX-AGL,2020-02-14,20.68,2021-01-05,22.14,2020-02-18,20.93,OPEN,1.21,76.0,1.0,17.0
ASX-VVR,2020-02-14,2.83,2020-03-23,2.92,2020-02-17,2.92,CLOSED,3.18,267.0,8.0,100.0
ASX-VVR,2020-02-14,2.83,2020-04-09,2.97,2020-02-18,2.86,OPEN,1.06,67.0,7.0,21.0
2800.HK,2020-02-14,28.0,2020-12-30,31.21,2020-02-17,28.15,OPEN,0.54,45.0,1.0,5.0
2800.HK,2020-02-14,28.0,2020-07-07,30.44,2020-02-17,28.15,OPEN,0.54,45.0,2.0,6.0
V,2020-02-14,210.29,2020-12-25,282.73,2020-02-14,210.29,OPEN,0.0,,0.0,0.0
V,2020-02-14,210.29,2020-04-24,229.09,2020-02-14,210.29,OPEN,0.0,,0.0,0.0
WMT,2020-02-14,117.89,2021-01-01,130.22,2020-02-14,117.89,OPEN,0.0,,0.0,0.0
V,2020-02-14,210.29,2020-04-22,226.59,2020-02-14,210.29,OPEN,0.0,,0.0,0.0
ASX-WBC,2020-02-17,25.62,2020-11-30,28.12,2020-02-18,25.73,OPEN,0.43,inf,0.0,4.0
ASX-WBC,2020-02-17,25.62,2020-12-26,28.2,2020-02-18,25.73,OPEN,0.43,inf,0.0,4.0
ASX-ABP,2020-02-17,3.93,2021-01-13,4.16,2020-02-18,4.0,OPEN,1.78,inf,0.0,30.0
STW,2020-02-17,65.86,2020-07-11,67.34,2020-02-18,65.72,OPEN,-0.21,-inf,0.0,-9.0
STW,2020-02-17,65.86,2020-08-05,67.58,2020-02-18,65.72,OPEN,-0.21,-inf,0.0,-8.0
2768.HK,2020-02-17,3.1,2020-03-08,3.37,2020-02-17,3.1,OPEN,0.0,,0.0,0.0
2768.HK,2020-02-17,3.1,2020-03-20,3.69,2020-02-17,3.1,OPEN,0.0,,0.0,0.0
